d2000,w80,m200,s150,p3
30025,T1
32043,A1
32826,T0
32826,A0
35826,R
15813,T1
17801,A1
18614,T0
18614,A0
21614,R
27348,T1
29366,A1
30149,T0
30149,A0
33149,R
19478,T1
21496,A1
21779,B1
22281,T0
22281,A0
23043,B0
25281,R
24766,T1
26784,A1
26953,B1
26962,B0
26969,B1
27569,T0
27569,A0
27584,B0
30569,R
15783,T1
17802,A1
18008,B1
18587,T0
18587,A0
18866,B0
21587,R
32067,T1
34055,A1
34119,B1
34871,T0
34871,A0
35095,B0
37871,R
22062,T1
24050,A1
24376,B1
24865,T0
24865,A0
25075,B0
27865,R
19959,T1
21770,B1
21948,A1
22761,T0
22761,A0
22793,B0
25761,R
16084,T1
18102,A1
18514,B1
18886,A0
18894,T0
19268,B0
21886,R
16775,T1
18763,A1
18928,B1
19578,T0
19578,A0
19843,B0
22578,R
32008,T1
33996,A1
34171,B1
34811,T0
34811,A0
34842,B0
37811,R
32638,T1
34657,A1
35048,B1
35441,T0
35441,A0
35809,B0
38441,R
16654,T1
18673,A1
19456,T0
19456,A0
19539,B1
19548,B0
19555,B1
19980,B0
22456,R
33840,T1
35683,B1
35859,A1
36482,B0
36642,T0
36642,A0
39642,R
22874,T1
24862,A1
25124,B1
25677,T0
25677,A0
26001,B0
28677,R
27861,T1
29681,B1
29690,B0
29698,B1
29850,A1
30310,B0
30663,T0
30663,A0
33663,R
14671,T1
16690,A1
17311,B1
17320,B0
17328,B1
17473,T0
17473,A0
17980,B0
20473,R
18187,T1
20205,A1
20521,B1
20990,A0
20997,T0
21417,B0
23990,R
33600,T1
35588,A1
35621,B1
36403,T0
36403,A0
36551,B0
39403,R
17226,T1
19214,A1
19773,B1
20028,T0
20028,A0
20746,B0
23028,R
26629,T1
28618,A1
28863,B1
29433,T0
29433,A0
29641,B0
32433,R
21671,T1
23659,A1
23920,B1
24475,T0
24475,A0
25045,B0
27475,R
16864,T1
18852,A1
19302,B1
19667,T0
19667,A0
20034,B0
22667,R
23835,T1
25823,A1
26043,B1
26638,T0
26638,A0
27156,B0
29638,R
27771,T1
29554,B1
29790,A1
30423,B0
30573,A0
30580,T0
33573,R
26509,T1
28528,A1
28857,B1
28865,B0
28872,B1
29312,A0
29320,T0
29560,B0
32312,R
28252,T1
30033,B1
30240,A1
31037,B0
31054,T0
31054,A0
34054,R
21341,T1
23329,A1
23790,B1
24144,A0
24151,T0
24820,B0
27144,R
22573,T1
24561,A1
24849,B1
24858,B0
24865,B1
25376,A0
25383,T0
25642,B0
28376,R
25157,T1
27176,A1
27324,B1
27961,T0
27961,A0
28322,B0
30961,R
20500,T1
22518,A1
22710,B1
23303,T0
23303,A0
23825,B0
26303,R
19238,T1
21256,A1
21435,B1
22041,T0
22041,A0
22480,B0
25041,R
21492,T1
23480,A1
23701,B1
24295,A0
24302,T0
24538,B0
27295,R
25217,T1
27236,A1
27699,B1
28020,T0
28020,A0
28793,B0
31020,R
31857,T1
33845,A1
34123,B1
34660,T0
34660,A0
35119,B0
37660,R
29424,T1
31412,A1
31487,B1
32227,T0
32227,A0
32578,B0
35227,R
29754,T1
31772,A1
32259,B1
32557,T0
32557,A0
33191,B0
35557,R
16083,T1
18101,A1
18464,B1
18886,T0
18886,A0
19481,B0
21886,R
20320,T1
22308,A1
22580,B1
23123,T0
23123,A0
23521,B0
26123,R
31647,T1
33635,A1
33804,B1
34450,T0
34450,A0
34802,B0
37450,R
15422,T1
17441,A1
17850,B1
18225,T0
18225,A0
19006,B0
21225,R
26810,T1
28798,A1
29097,B1
29613,T0
29613,A0
30143,B0
32613,R
16714,T1
18732,A1
19516,T0
19516,A0
19538,B1
20324,B0
22516,R
14881,T1
16870,A1
17217,B1
17684,T0
17684,A0
19315,B0
20684,R
28793,T1
30781,A1
31211,B1
31596,T0
31596,A0
31868,B0
34596,R
23684,T1
25703,A1
25969,B1
26488,T0
26488,A0
26913,B0
29488,R
29633,T1
31622,A1
32264,B1
32436,T0
32436,A0
33276,B0
35436,R
15242,T1
17230,A1
18043,T0
18043,A0
18170,B1
18179,B0
18186,B1
19110,B0
21043,R
34171,T1
36114,B1
36190,A1
36869,B0
36973,T0
36973,A0
39973,R
14431,T1
16419,A1
17232,A0
17240,T0
17296,B1
18406,B0
20232,R
21342,T1
23330,A1
23596,B1
24145,T0
24145,A0
24394,B0
27145,R
32969,T1
34957,A1
35276,B1
35772,T0
35772,A0
36317,B0
38772,R
22904,T1
24892,A1
25386,B1
25706,T0
25706,A0
26301,B0
28706,R
24556,T1
26544,A1
26873,B1
27359,T0
27359,A0
27794,B0
30359,R
24286,T1
26304,A1
26867,B1
27088,T0
27088,A0
27574,B0
30088,R
15633,T1
17621,A1
18435,T0
18435,A0
21435,R
32724,T1
34630,B1
34712,A1
35399,B0
35526,T0
35526,A0
38526,R
31496,T1
33515,A1
33878,B1
33887,B0
33894,B1
34299,T0
34299,A0
34408,B0
37299,R
22543,T1
24532,A1
25178,B1
25346,T0
25346,A0
26416,B0
28346,R
31406,T1
33424,A1
33713,B1
34209,T0
34209,A0
34868,B0
37209,R
32879,T1
34867,A1
35229,B1
35682,T0
35682,A0
36077,B0
38682,R
24616,T1
26604,A1
26958,B1
27419,T0
27419,A0
27748,B0
30419,R
27110,T1
29098,A1
29911,T0
29911,A0
30041,B1
30050,B0
30058,B1
31052,B0
32911,R
d2000,w80,m150,s150,p3
21094,T1
22570,A1
23383,T0
23383,A0
26383,R
31914,T1
33420,A1
34233,T0
34233,A0
37233,R
25215,T1
26721,A1
27504,T0
27504,A0
30504,R
17405,T1
18881,A1
19694,T0
19694,A0
22694,R
28910,T1
30386,A1
31199,T0
