d1500,w80,m200,s300,p3
9188,T1
11210,A1
12006,T0
12006,A0
15006,R
9218,T1
11209,A1
12006,T0
12006,A0
15006,R
9218,T1
11209,A1
12005,T0
12005,A0
15005,R
9219,T1
10931,B1
11240,A1
11588,B0
12037,T0
12037,A0
15037,R
9188,T1
10982,B1
11210,A1
11670,B0
12006,T0
12006,A0
15006,R
9219,T1
10621,B1
10630,B0
10637,B1
11210,A1
11217,B0
12006,T0
12006,A0
15006,R
9219,T1
11209,A1
11521,B1
12007,T0
12007,A0
12228,B0
15007,R
9219,T1
11209,A1
11226,B1
11941,B0
12008,T0
12008,A0
15008,R
9219,T1
11240,A1
11286,B1
12032,B0
12032,T0
12032,A0
15032,R
9194,T1
11216,A1
11438,B1
12014,T0
12014,A0
12136,B0
15014,R
9218,T1
11209,A1
11275,B1
12007,T0
12007,A0
12024,B0
15007,R
9219,T1
11059,B1
11210,A1
11778,B0
12007,T0
12007,A0
15007,R
9218,T1
11209,A1
11544,B1
12007,T0
12007,A0
12234,B0
15007,R
9218,T1
11128,B1
11240,A1
11902,B0
12036,T0
12036,A0
15036,R
9188,T1
10627,B1
11210,A1
11419,B0
12007,T0
12007,A0
15007,R
9218,T1
11209,A1
11340,B1
12007,T0
12007,A0
12110,B0
15007,R
9219,T1
11209,A1
11679,B1
12007,T0
12007,A0
12287,B0
15007,R
9218,T1
11209,A1
11616,B1
12037,T0
12037,A0
12358,B0
15037,R
9189,T1
11210,A1
11258,B1
11994,B0
12008,T0
12008,A0
15008,R
9188,T1
11210,A1
11234,B1
11243,B0
11251,B1
12008,T0
12008,A0
12049,B0
15008,R
9219,T1
11210,A1
11450,B1
12008,T0
12008,A0
12253,B0
15008,R
9218,T1
11209,A1
11230,B1
11895,B0
12007,T0
12007,A0
15007,R
9219,T1
11210,A1
11375,B1
12008,T0
12008,A0
12186,B0
15008,R
9218,T1
11200,B1
11209,B0
11216,B1
11240,A1
12036,T0
12036,A0
12051,B0
15036,R
9189,T1
11210,A1
11347,B1
12008,T0
12008,A0
12301,B0
15008,R
9219,T1
11144,B1
11210,A1
12006,T0
12006,A0
12537,B0
15006,R
9219,T1
11170,B1
11210,A1
11779,B0
12006,T0
12006,A0
15006,R
9219,T1
11209,A1
11315,B1
11324,B0
11331,B1
12008,T0
12008,A0
12192,B0
15008,R
9218,T1
11240,A1
11902,B1
12037,T0
12037,A0
12708,B0
15037,R
9188,T1
11209,A1
11742,B1
12006,T0
12006,A0
12467,B0
15006,R
9219,T1
11185,B1
11210,A1
11852,B0
12008,T0
12008,A0
15008,R
9219,T1
11209,A1
11392,B1
11927,B0
12008,T0
12008,A0
15008,R
9218,T1
11209,A1
11687,B1
12037,T0
12037,A0
12445,B0
15037,R
9188,T1
11210,A1
11439,B1
12008,T0
12008,A0
12103,B0
15008,R
9188,T1
11209,A1
11394,B1
12007,T0
12007,A0
12111,B0
15007,R
9219,T1
11210,A1
11235,B1
11937,B0
12008,T0
12008,A0
15008,R
9219,T1
11210,A1
11305,B1
12008,T0
12008,A0
12075,B0
15008,R
9219,T1
11209,A1
11387,B1
12007,T0
12007,A0
12308,B0
15007,R
9219,T1
11040,B1
11241,A1
11849,B0
12037,T0
12037,A0
15037,R
9188,T1
11026,B1
11210,A1
11708,B0
12006,T0
12006,A0
15006,R
9219,T1
11010,B1
11210,A1
11758,B0
12006,A0
12014,T0
15006,R
9219,T1
11078,B1
11210,A1
11772,B0
12006,T0
12006,A0
15006,R
9219,T1
11122,B1
11210,A1
11915,B0
12037,T0
12037,A0
15037,R
9188,T1
11209,A1
11471,B1
12007,T0
12007,A0
12122,B0
15007,R
9219,T1
11210,A1
11305,B1
11960,B0
12008,T0
12008,A0
15008,R
9219,T1
11016,B1
11025,B0
11033,B1
11210,A1
12005,B0
12005,T0
12005,A0
15005,R
9220,T1
11210,A1
11474,B1
12008,T0
12008,A0
12065,B0
15008,R
9219,T1
11210,A1
11251,B1
11670,B0
12039,T0
12039,A0
15039,R
9188,T1
11085,B1
11210,A1
11516,B0
12006,T0
12006,A0
15006,R
9219,T1
11008,B1
11210,A1
11436,B0
12006,T0
12006,A0
15006,R
9219,T1
11166,B1
11210,A1
11815,B0
12006,T0
12006,A0
15006,R
9219,T1
11209,A1
11804,B1
12007,T0
12007,A0
12526,B0
15007,R
9218,T1
11166,B1
11240,A1
11814,B0
12036,T0
12036,A0
15036,R
9188,T1
11209,A1
11426,B1
11979,B0
12007,T0
12007,A0
15007,R
9219,T1
11119,B1
11210,A1
11704,B0
12007,T0
12007,A0
15007,R
9218,T1
11209,A1
11287,B1
11901,B0
12007,T0
12007,A0
15007,R
9219,T1
11210,A1
11267,B1
11957,B0
12008,A0
12015,T0
15008,R
9218,T1
11240,A1
11479,B1
12020,B0
12038,T0
12038,A0
15038,R
9188,T1
11163,B1
11172,B0
11179,B1
11209,A1
11752,B0
12006,T0
12006,A0
15006,R
9218,T1
11209,A1
11360,B1
11921,B0
12007,T0
12007,A0
15007,R
9219,T1
11208,B1
11208,A1
12008,T0
12008,A0
12216,B0
15008,R
9219,T1
11210,A1
11250,B1
11876,B0
12008,T0
12008,A0
15008,R
9219,T1
11240,A1
11538,B1
12038,T0
12038,A0
12085,B0
15038,R
9188,T1
11134,B1
11143,B0
11150,B1
11209,A1
11736,B0
12006,A0
12013,T0
15006,R
9218,T1
11209,A1
11516,B1
12007,T0
12007,A0
12074,B0
15007,R
9219,T1
11209,A1
12006,T0
12006,A0
12154,B1
12764,B0
15006,R
9219,T1
11209,A1
